team,main,id,title,author,journal,number,cites,year,cid,pubid
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Understanding local level conflict in developing countries: Theory, evidence and implications from Indonesia","P Barron, CQ Smith, M Woolcock",Social Development Working Paper,,74,2004,"10781753491766880093,13198391092620465474,8068265595561532387,14568077564873730293,18196228525666495641,4599388119919883734",UebtZRa9Y70C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Local conflict and community development in Indonesia: Assessing the impact of the Kecamatan Development Program,"P Barron, R Diprose, MJV Woolcock",Decentralization Support Facility,,65,2006,"4604494551796296141,13534953904658699805,10649987293138543792",0EnyYjriUFMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Popular Representations of Development: Insights from Novels, Films, Television, and Social Media","D Lewis, D Rodgers, M Woolcock (eds.)",Routledge,,63,2014,7308264490886436171,1yQoGdGgb4wC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Exclusão Social e Mobilidade no Brasil; Social Exclusion and Mobility in Brazil,"E Gacitúa-Marió, M Woolcock (eds.)",IPEA and World Bank,,60,2005,"3566174389222604119,1549087401167156507,6323768028485281372,17972672577832793934,11506626649238790419,1407128254154463389,4369951267789183571,4372706288652480667",9ZlFYXVOiuMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social cohesion, public policy, and economic growth: Implications for countries in transition","J Ritzen, M Woolcock",Annual Bank Conference on Development Economics (Europe),,57,2000,"15770055656131303183,4411235264832534869,8269728107379481940,10293810337559497956",kNdYIx-mwKoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social capital, trust, and well-being in the evaluation of wealth","K Hamilton, J Helliwell, M Woolcock","National Wealth: What is Missing, Why it Matters",275-93,56,2017,"1408766978378880354,4320363590798428207",VqEBHV59gIcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social capital: Implications for development theory, research, and policy revisited","M Woolcock, D Narayan",The Search for Empowerment: Social Capital as Idea and Practice at the World …,,56,2006,3277636612986669552,Dem6FJhTUoYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Measuring the dimensions of social capital in developing countries,"VN Jones, M Woolcock",The Handbook of Measurement,537-560,54,2010,"13168201507481763142,8217258700230638393,7184536654366482733,11681862215573822662",vbGhcppDl1QC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Interim institutions and the development process: Opening spaces for reform in Cambodia and Indonesia,"D Adler, C Sage, M Woolcock","Brooks World Poverty Institute, University of Manchester",,54,2009,"2894417829247214767,15441018772658359976,10672656659986239314,4802369461145121634",VLnqNzywnoUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Poverty and Shared Prosperity Report 2020: Reversals of Fortune,"S Freije-Rodriguez, M Woolcock, C Lakner, M Schoch, N Yonzan, ...",,,52,2020,"4218871654184183560,17786805892093669230",X5l_rLnKZGsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"History, Historians and Development Policy: A Necessary Dialogue","CA Bayly, V Rao, S Szreter, M Woolcock (eds.)",Manchester University Press,,51,2011,"1832391935965199356,10510210274028414871,2355071495086933407",eflP2zaiRacC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Intersubjective meaning and collective action in developing societies: Theory, evidence and policy implications","V Gauri, M Woolcock, D Desai",Journal of Development Studies,"49 (1), 160-172",50,2013,"726066139830722622,12784135410676272890,48363248280176033,7282742353430621446,12915339598059629844",J-pR_7NvFogC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Higher education, policy schools, and development studies: What should masters degree students be taught?",M Woolcock,Journal of International Development,"19 (1), 55-73",50,2007,"1668006629747820917,2557278236902175355",_kc_bZDykSQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Building capability by delivering results: Putting Problem-Driven Iterative Adaptation (PDIA) principles into practice,"M Andrews, L Pritchett, S Samji, M Woolcock",A Governance Practitioner’s Notebook,123-133,45,2015,"15195252972442549406,10055977372122590108",2ywjKiB__4kC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Friends in high places? An overview of social capital,M Woolcock,Development Research Insights,2-3,45,2000,"13443108479867452852,10396319776347433038",zLWjf1WUPmwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Local conflict and development projects in Indonesia: Part of the problem or part of a solution?,"P Barron, R Diprose, M Woolcock","World Bank, Washington, DC",,41,2007,"6823391643409256505,9726927933442112001,13500316664252998425,12946640340731206996",4TOpqqG69KYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital in Guatemala: A mixed methods analysis,"AM Ibáñez, K Lindert, M Woolcock",Technical Background Paper No.,12,40,2002,"7957650644545499487,2958287767783441649,15822411383668679694",qxL8FJ1GzNcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Do participatory development projects help villagers manage local conflicts? A mixed methods approach to assessing the Kecamatan Development Project, Indonesia","P Barron, R Diprose, D Madden, C Smith, M Woolcock",Conflict Prevention and Reconstruction Unit Working Paper,,38,2004,"4162539473623642726,935795573363837974,8855471237854320649,4899848756748272118",IsPWOBWtZBwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social theory, development policy and poverty alleviation: A historical-comparative analysis of group-based banking in developing economies",M Woolcock,"PhD thesis, Brown University, Dept of Sociology",,37,1998,"5566550409218664993,7826374722455244023",k8Z6L05lTy4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Justice without the rule of law? The challenge of rights-based industrial relations in contemporary Cambodia,"D Adler, M Woolcock",Human Rights at Work: Perspectives on Law and Regulation,529-544,36,2010,13450917422659515996,NaGl4SEjCO4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Assessing social exclusion and mobility in Brazil,"EG Marió, M Woolcock, M von Bulow",Social Exclusion and Mobility in Brazil,15-44,36,2008,"8152014577151907010,1547467684030541451,5932844749368210791,9846049820303467503,2790076630394872324,14025217563008422589,7934856532558252838",nOZr35tmOW8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,New approaches to identifying state fragility,"G Milante, M Woolcock",Journal of Globalization and Development,8 (1),34,2017,"3748072363095611911,15240539285777373885,6093601464267672540,15282778074943342335,4800882256819642623",4xcnnZsK8tIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Breaking legal inequality traps: New approaches to building justice systems for the poor in developing countries ‘,"C Sage, M Woolcock",Inclusive States: Social Policy and Structural Inequalities,369-393,34,2008,"14351065641414737517,8733285204423394010,14765813768196514872",IWHjjKOFINEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"The next 10 years in development studies: From modernization to multiple modernities, in theory and practice",M Woolcock,European Journal of Development Research,"21 (1), 4-9",31,2009,"6010264807266926338,11894526369299802621",R3hNpaxXUhUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Legal pluralism and equity: Some reflections on land reform in Cambodia,"D Adler, DJ Porter, M Woolcock",Justice for the Poor,2 (2),31,2008,"7920020117787269953,3396943591354788958",blknAaTinKkC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Doing problem-driven work,"M Andrews, L Pritchett, M Woolcock","Harvard University, Center for International Development Working Paper No.",307,30,2015,11045985778213738056,kFSvnP10ePEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Introduction: Legal pluralism and development policy -- scholars and practitioners in dialogue,"C Sage, M Woolcock",Legal Pluralism and Development: Scholars and Practitioners in Dialogue,1-17,30,2012,2039768656949879526,okqt0LpTEZoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Arrested development: The socio-economic foundations of common violence in Jamaica,"I Duncan-Waite, M Woolcock","Brooks World Poverty Institute, Working Paper",46. University of Manchester,30,2008,"12677038627782250596,13607525195139890970",UC7Jl7-kV0oC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,A relational approach to the theory and practices of economic development,"M Woolcock, E Radin",Handbook of Social Capital,411-438,30,2008,11366894224568712819,4JMBOYKVnBMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Toward an economic sociology of chronic poverty: Enhancing the rigour and relevance of social theory,M Woolcock,Poverty Dynamics: Interdisciplinary Perspectives,328-48,28,2009,"10149543268301500797,12113845217052592488,15647161684052829951,927071752450149131",owLR8QvbtFgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The middle-income trap: Myth or reality?,"G Larson, N Loayza, M Woolcock","Research Policy Note, World Bank Group (Malaysia)",,27,2016,10147641854771685251,PLWDSxI5WzYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"What distinctive contribution can social cohesion make to development theory, research, and policy?",M Woolcock,"OECD International Conference on Social Cohesion and Development, Paris …",,27,2011,13774660231866749504,fbc8zXXH2BUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Mixed methods assessments,"V Nyhan Jones, M Woolcock","Handbook of Social Capital: The Troika of Sociology, Political Science and …",,27,2009,"3640215473500146431,2511857304349290175",VcGLcUShYXsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Calling on friends and relatives: Social capital,M Woolcock,The Urban Poor in Latin America,219-238,27,2005,7696345462464182420,TFP_iSt0sucC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Rethinking justice reform in fragile and conflict-affected states: Lessons for enhancing the capacity of development agencies,"D Desai, D Isser, M Woolcock",Hague Journal on the Rule of Law,"4 (1), 54-75",25,2012,"11431817336269788892,4172060120565811185",nVSWqembJ1kC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Constructing a syllabus: A handbook for faculty, teaching assistants and teaching fellows",MJV Woolcock,Brown University: Sheridan Center,,25,1997,"14928392648398914613,9818236403169309445,3298659048968059480,5686168892361467235,4936201953608622596",_Re3VWB3Y0AC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,How (not) to fix problems that matter: Assessing and responding to Malawi's history of institutional reform,"K Bridges, M Woolcock",World Bank Policy Research Working Paper,,24,2017,"14769278275174605789,1246227945049919006,8143641187913339178",YV61qt6iSr0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Taking the rules of the game seriously: Mainstreaming justice in development: the World Bank's Justice for the Poor program,"C Sage, N Menzies, M Woolcock",Legal Empowerment: Practitioners’ Perspectives,19-37,24,2009,"12122729212155500032,15534443321967590346",NMxIlDl6LWMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Rejoinder: Crafting rigorous and relevant social theory for public health policy,"S Szreter, M Woolcock",International Journal of Epidemiology,"33 (4), 700-704",24,2004,"7144019309330519365,2964928791815388815",g2bnS7N2_ggC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The projection of development: cinematic representation as a(nother) source of authoritative knowledge?,"D Lewis, D Rodgers, M Woolcock",Journal of Development Studies,"49 (3), 383-397",23,2013,"4147448595096083171,14577384650711266698,8570489981441733231,18011392877133642025,8825287065629838401,15097937837867749604",q8yTKY340rsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Poverty in Guatemala,"R Vakis, ME Anderson, J Edwards, M Rodriguez, M Gragnolati, A Marini, ...",The World Bank,,22,2003,"9595103696635351259,11423438272692527980,16931779359767523825",xx6dpm3-DsgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social capital and the micro-institutional foundations of CDD approaches in East Asia: Evidence, theory, and policy implications","R Chase, M Woolcock","Arusha conference ‘New Frontiers of Social Policy’, December",12-15,21,2005,11481061241947298027,j3f4tGmQtD8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Civil society and social capital,M Woolcock,The Oxford Handbook of Civil Society,197-208,20,2011,3434063777533000615,artPoR2Yc-kC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Experimental justice reform: Lessons from the World Bank and beyond,"D Desai, M Woolcock",Annual Review of Law and Social Science,"11 (1), 155-174",19,2015,"10479443555012006874,10743046670175390957",2l5NCbZemmgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Culture, politics, and development",M Woolcock,Oxford Handbook of the Politics of Development,107-122,18,2018,"14464917688517317509,10169770765296509469",HhcuHIWmDEUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The politics—and process—of rule of law systems in developmental states,"D Desai, M Woolcock",The Politics of Inclusive Development: Interrogating the Evidence,174-194,16,2014,"14454563943111840150,1983352672099903133",ziOE8S1-AIUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Concepts, their contexts and their consequences","A Bebbington, S Guggenheim, M Woolcock",The Search for Empowerment: Social Capital as Idea and Practice at the World …,,16,2006,4957482526615735862,-f6ydRqryjwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Empowerment at the local level: Issues, responses and assessments",M Woolcock,"Power, Rights and Poverty: Concepts and Connections",111-117,16,2004,462557100373949534,uc_IGeMz5qoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Doing iterative and adaptive work,"M Andrews, L Pritchett, M Woolcock",Harvard University: Center for International Development Working Paper No.,313,15,2016,12418861840027917003,gKLIUvgTho8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Operationalizing the Science of Delivery agenda to enhance development results,"M Woolcock, M Gonzalez Asis","Washington, DC: World Bank",,15,2015,"962728427757890984,13439673099782013914",wP5e0sba15sC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Measuring the nursing work environment: Can a social capital framework add value?,"BH Sheingold, A Hofmeyer, M Woolcock",World Medical & Health Policy,"4 (1), 1-17",15,2012,18427635396299509432,Tiz5es2fbqcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Capacity enhancement for social development: Building on local context and process,"ML McNeil, MJV Woolcock",World Bank Institute Working Paper,,15,2004,"9940166234847724871,363757801637223793,6382411178161393522",hFOr9nPyWt4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Applying mixed methods research to Community Driven Development projects and local conflict mediation: A case study from Indonesia,"P Barron, R Diprose, CQ Smith, K Whiteside, M Woolcock","Foundations of Mixed Methods, On line appendix",,15,2004,"9604650517467484214,9355687889581560990",7PzlFSSx8tAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The challenge of building (real) state capability,"M Andrews, L Pritchett, M Woolcock",HKS Working Paper,,14,2015,11198404790761343531,lAvqOWfki2wC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The ideas-practice nexus in international development organizations,"A Bebbington, S Guggenheim, M Woolcock",The Search for Empowerment: Social Capital As Idea And Practice at the World …,,14,2006,5452607829303579023,TQgYirikUcIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The role of law and justice in achieving gender equality,"D Desai, T Marchiori, RA Chiongson, M Woolcock","Washington, DC: World Bank",,13,2012,2459586140010202258,_B80troHkn4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Assessing the impact of social development projects: Integrating the science of evaluation and the art of practice,"K Whiteside, M Woolcock, X Briggs","Mimeo. Washington, DC: The World Bank",,13,2005,"1655896730557642067,17153871654072773054,16514480071668565155,6430643285358101075",kz9GbA2Ns4gC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social networks and risk management strategies in poor urban communities: What do we know?,"V Rao, M Woolcock","World Bank, Washington, DC Processed",,13,2001,"3237387696410655678,16091060530930274842",GnPB-g6toBAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Evaluando un fantasma para un nuevo atuendo: capital social y desarrollo,M Woolcock,Civil,,12,2002,15728370304670473930,HGTzPopzzJcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Managing your authorizing environment in a PDIA process,"M Andrews, L Pritchett, M Woolcock","Harvard University, Center for International Development Working Paper No.",312,11,2016,13652654933966784,aEPHIGigqugC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and poverty reduction: Which role for the civil society organizations and the state?,"F Fournier, E Øyen, M Darcy de Oliveira, M Woolcock, S Prakash","United Nations Educational, Scientific and",,11,2002,12342298256464765727,yxmsSjX2EkcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social capital and development: concepts, evidence and applications",M Woolcock,"Workshop on understanding and building social capital in Croatia, Zagreb …",,10,2002,1761523660250387532,2tRrZ1ZAMYUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Can what is right with sociology fix what is wrong with sociology? A view from the “come-back” generation,"M Woolcock, J Kim",The American Sociologist,"31 (1), 15-31",10,2000,3359833593074649254,k_IJM867U9cC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Enhancing public health outcomes in developing countries: From good policies and best practices to better implementation,M Woolcock,Scandinavian Journal of Public Health,"46 (22_suppl), 10-18",9,2018,11969680853208810253,ubS2cUUI81cC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Global poverty and inequality: A brief retrospective and prospective analysis,M Woolcock,The Political Quarterly,"79 (s1), 183-196",9,2008,4058711352673296145,rO6llkc54NcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Getting the social relations right: Toward an integrated theology and theory of development,M Woolcock,Globalisation and the Good,41-51,9,2004,"12855457038206258664,15567246676864577337",RYcK_YlVTxYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Diversity as opportunity and challenge: The role of social capital theory, evidence and policy",M Woolcock,"Policy Research Initiative Conference, Montreal",,9,2003,5072435923513028180,HtEfBTGE9r8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Trends and future directions in the academic job market for Ph.D.’s in sociology: A research note,"JM Kim, FC Mencken, M Woolcock",The American Sociologist,"29 (4), 78-89",9,1998,1775967222729118797,HDshCWvjkbEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Toward successful development policies: Insights from research in development economics,"E Artuc, R Cull, S Dasgupta, R Fattal, D Filmer, X Giné, H Jacoby, ...",The World Bank,,8,2020,18055979548808034366,c9MN4jr3zw0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Associations and social capital,"JW van Deth, B Edwards, G Bădescu, A Moldavanova, M Woolcock","The Palgrave Handbook of Volunteering, Civic Participation, and Nonprofit …",,8,2016,16640067171241353250,zBs93F57jOAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The big stuck in state capability for policy implementation,"M Andrews, L Pritchett, M Woolcock",CID Working Paper,,8,2016,4102530497038462756,8ThBWkzwpf8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Surveying justice: A practical guide to household surveys,"K Himelein, N Menzies, M Woolcock",Justice in Development Working Paper No.,11,8,2010,1637644573773811692,SeFeTyx0c_EC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Removing social barriers and building social institutions,M Woolcock,World Development Report,2001,8,2000,"10476253140355704146,4565884691870431591",b1wdh0AR-JQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Reasons for using mixed methods in the evaluation of complex projects,M Woolcock,Philosophy and Interdisciplinary Social Science: A Dialogue. London …,,7,2018,6332123705670839589,NXa0JjR8Cs8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social inclusion: Its significance for development theory, research and policy",M Woolcock,UNESCO: Paris,,7,2013,11219241796303301328,wSZe7iPyAHIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Capability traps in development: How initiatives to improve administrative systems succeed at failing,"L Pritchett, M Woolcock, M Andrews",Prism: A Journal of the Center for Complex Operations,"3 (3), 63",7,2012,638979649877777772,-nhnvRiOwuoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Rules systems and the development process,"C Sage, M Woolcock","Law, Equity and Development",1-29,7,2006,4467213091316238308,2KloaMYe4IUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital for social policy: Lessons from international research and policy,M Woolcock,"Policy Research Conferation, Otawa",,7,2005,7163238690348753898,35N4QoGY0k4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Global Business Regulation (review),M Woolcock,Contemporary Sociology,"30 (6), 626-627",7,2001,731012232288815902,W-zclTkWZekC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Globalization, governance and civil society","M Woolcock, A Adekson","Background paper for DECRG Policy Research Report on Globalization, Growth …",,7,2001,"9057596585805456878,2679597075355531964",L7CI7m0gUJcC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,From HiPPOs to “best fit” in justice reform: Experimentalism in Sierra Leone,"M Hall, N Menzies, M Woolcock",The International Rule of Law Movement: A Crisis of Legitimacy and the Way …,,6,2014,17655969343889395573,HJSXoJQnj-YC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Law, Equity, and Development","CM Sage, M Woolcock (eds.)",World Bank,,6,2006,"15003061422881167095,9556470440104194537",fPk4N6BV_jEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Social assessments and program evaluation with limited formal data: thinking quantitatively, acting qualitatively",M Woolcock,Social Development Briefing Note,68,6,2001,7371918552967376281,4MWp96NkSFoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,When do development projects enhance community well-being?,M Woolcock,International Journal of Community Well-Being,"2 (2), 81-89",5,2019,14205093892725584109,ms1Q_PLG2XUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Documenting social and economic transformation in Myanmar’s rural communities,"S Pursch, A Woodhouse, M Woolcock, M Zurstrassen","Myanmar Transformed? People, Places and Politics",23-52,5,2018,"7844450439331653797,1467463811567187504,15833159113642113622",4oiV7xVJuUIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The missing middle: Reconfiguring rule of law reform as if politics and process mattered,"D Desai, R Wagner, M Woolcock",Hague Journal on the Rule of Law,"6 (2), 230-253",5,2014,483119993838000761,mUJArPsKIAAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Introduction: popular representations of development,"D Lewis, D Rodgers, M Woolcock",Popular Representations of Development,19-32,5,2014,"1848360639311715967,4579309383832345761",yS0fcbgecPsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Enhancing the quality of public service delivery: Insights from recent research,M Woolcock,"Research Policy Note, World Bank (Malaysia)",,4,2017,2970131568174036029,XdwVV_xN3QMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Integrating qualitative methods into investment climate impact evaluations,"A Mendoza Alcantara, M Woolcock",World Bank Policy Research Working Paper,,4,2014,6389607555220875265,YsrPvlHIBpEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Civil society and the formation of social capital,M Woolcock,"Sucesso e Incesso: Escola, Economia e Sociedade",269-297,4,2008,4055523193130062593,kh2fBNsKQNwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Livelihoods, labor markets and rural poverty","R Vakis, ME Anderson, J Edwards, M Rodriguez, M Gragnolati, A Marini, ...",Guatemala Poverty Assesment (GUAPA) Program Technical Paper,,4,2003,14270863858174943352,VL0QpB8kHFEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social institutions and the development process: Using cross-disciplinary insights to build an alternative aid architecture,M Woolcock,Polymath: An Interdisciplinary Arts and Sciences Journal,"7 (2), 5-30",3,2017,1045961510489101321,AVQCy-ZCKIsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,PED 308: Social Institutions and Economic Development,M Woolcock,"Lecture at Harvard Kennedy School, Cambridge, Massachusetts",,3,2013,3985851928038014125,1tcbc20uhugC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"The science of delivery--Taking context seriously: Expanding the range of ideas, methods and strategies to enhance development effectiveness",M Woolcock,"Workshop presentation, World Bank Group",,3,2013,14553417893711593262,v6i8RKmR8ToC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Microfinance,M Woolcock,Elgar Companion to Development Studies,363-365,3,2006,18436820153679687865,t7zJ5fGR-2UC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Can society invest in social capital? Partnerships and possibilities beyond the search for ‘policies’,M Woolcock,Presentation at Tilburg University,27,3,2003,153477150130970297,5qfkUJPXOUwC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and new communities,M Woolcock,"InsideOut Conference, Ipswich",,3,2003,8158746876802302860,YohjEiUPhakC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Culture and development: Rethinking implications for policy research,M Woolcock,"Conference on Culture and Public Action, World Bank, Washington, DC …",,3,2002,4101921646664945889,ns9cj8rnVeAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and policy development: An overview,M Woolcock,Performance and Innovation Unit Strategic Thinkers Seminar,,3,2002,10341126908278930704,WZBGuue-350C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Culture and development economics: Theory, evidence, implications","S Alkire, V Rao, M Woolcock",Romanian Journal of Political Sciences,"2 (2), 40-62",3,2002,"10512321395860335342,13779385854984096659",q3CdL3IzO_QC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Mapping discourse, explaining action: Social capital in theory and practice at the World Bank","AJ Bebbington, M Woolcock, S Guggenheim","presentado en “Practical Theory, Reflective Action: Social Capital and …",,3,2000,11944159888220318027,0N-VGjzr574C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital earns human interest: Canberra must embrace the politics of inclusion,M Woolcock,Australian Newspaper,29,3,1999,8849542808794624910,FAceZFleit8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Introduction: Alternative approaches to reforming the public sector: East Asian experiences in public financial management and public sector reform,"M Woolcock, S So, N Smithers, L April, C Hughes",Alternative Paths to Public Financial Management and Public Sector Reform …,,2,2018,11710783500573112982,Ioyf5y7uRMMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Making the case for case studies in development practice,M Woolcock,The World Bank,,2,2015,14525324820448132671,JvBfTq7nMrEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Locating Problem-Driven Iterative Adaptation (PDIA) in the landscape of contemporary ideas for institutional reform,"M Woolcock, P Garrity",Harvard Kennedy School,,2,2013,3667147825424225566,isU91gLudPYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,But how generalizable is that? A framework for assessing the external validity of complex development interventions,"A Rao, M Woolcock","World Bank, mimeo",,2,2013,15510092247036938462,BwyfMAYsbu0C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Towards justice in development,"M Woolcock, P Chapman",World Bank: Governance for Development,,2,2012,1038879094676623596,wkmAz21iQ3gC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Nurturing community capacity to manage local conflict: Lessons from Indonesia,"P Barron, C Gibson, CQ Smith, M Woolcock",Washington: World Bank,,2,2004,"14759707939294652166,16131227098615769822",yqoGN6RLRZoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Methodology: KDP & Community Conflict Negotiation Study,"P Barron, CQ Smith, M Woolcock","Mimeo, World Bank",,2,2004,16342753788352136867,8d8msizDQcsC
